AreaCode,Area,Year,Series,Value
762,Tajikistan,2011,"Robbery at the national level, rate per 100,000 population",3.7
762,Tajikistan,2011,"Total Sexual Violence at the national level, rate per 100,000",2.6
764,Thailand,2005,"Intentional homicide rates per 100,000",7.3
764,Thailand,2005,"Percentage of male and female intentional homicide victims, Male",13
764,Thailand,2005,"Percentage of male and female intentional homicide victims, Female",1.9
764,Thailand,2005,"Assault rate per 100,000 population",42.9
764,Thailand,2005,"Kidnapping at the national level, rate per 100,000",0
764,Thailand,2005,"Theft at the national level, rate per 100,000 population",92.4
764,Thailand,2010,"Intentional homicide rates per 100,000",5.4
764,Thailand,2010,"Percentage of male and female intentional homicide victims, Male",9.7
764,Thailand,2010,"Percentage of male and female intentional homicide victims, Female",1.3
764,Thailand,2010,"Assault rate per 100,000 population",13.7
764,Thailand,2010,"Kidnapping at the national level, rate per 100,000",0
764,Thailand,2010,"Theft at the national level, rate per 100,000 population",81.5
764,Thailand,2010,"Robbery at the national level, rate per 100,000 population",2.8
764,Thailand,2010,"Total Sexual Violence at the national level, rate per 100,000",2.9
764,Thailand,2014,"Intentional homicide rates per 100,000",3.9
764,Thailand,2014,"Percentage of male and female intentional homicide victims, Male",6.7
764,Thailand,2014,"Percentage of male and female intentional homicide victims, Female",1.2
764,Thailand,2014,"Assault rate per 100,000 population",18.7
764,Thailand,2014,"Kidnapping at the national level, rate per 100,000",0
764,Thailand,2014,"Theft at the national level, rate per 100,000 population",58.9
764,Thailand,2014,"Robbery at the national level, rate per 100,000 population",2.1
764,Thailand,2014,"Total Sexual Violence at the national level, rate per 100,000",1.8
764,Thailand,2015,"Intentional homicide rates per 100,000",3.5
764,Thailand,2015,"Assault rate per 100,000 population",20.1
764,Thailand,2015,"Kidnapping at the national level, rate per 100,000",0.5
764,Thailand,2015,"Theft at the national level, rate per 100,000 population",57.9
764,Thailand,2015,"Robbery at the national level, rate per 100,000 population",2.2
764,Thailand,2015,"Total Sexual Violence at the national level, rate per 100,000",6
807,TFYR of Macedonia,2005,"Intentional homicide rates per 100,000",2.1
807,TFYR of Macedonia,2005,"Percentage of male and female intentional homicide victims, Male",3.4
807,TFYR of Macedonia,2005,"Percentage of male and female intentional homicide victims, Female",0.9
807,TFYR of Macedonia,2005,"Kidnapping at the national level, rate per 100,000",1.2
807,TFYR of Macedonia,2005,"Robbery at the national level, rate per 100,000 population",34.7
807,TFYR of Macedonia,2010,"Intentional homicide rates per 100,000",2.1
807,TFYR of Macedonia,2010,"Percentage of male and female intentional homicide victims, Male",2.7
807,TFYR of Macedonia,2010,"Percentage of male and female intentional homicide victims, Female",1.4
807,TFYR of Macedonia,2010,"Assault rate per 100,000 population",12
807,TFYR of Macedonia,2010,"Kidnapping at the national level, rate per 100,000",0.8
807,TFYR of Macedonia,2010,"Theft at the national level, rate per 100,000 population",237.4
807,TFYR of Macedonia,2010,"Robbery at the national level, rate per 100,000 population",29.3
807,TFYR of Macedonia,2010,"Total Sexual Violence at the national level, rate per 100,000",6
807,TFYR of Macedonia,2014,"Intentional homicide rates per 100,000",1.6
807,TFYR of Macedonia,2014,"Percentage of male and female intentional homicide victims, Male",2.2
807,TFYR of Macedonia,2014,"Percentage of male and female intentional homicide victims, Female",1
807,TFYR of Macedonia,2014,"Assault rate per 100,000 population",10.4
807,TFYR of Macedonia,2014,"Kidnapping at the national level, rate per 100,000",0.4
807,TFYR of Macedonia,2014,"Theft at the national level, rate per 100,000 population",240.1
807,TFYR of Macedonia,2014,"Robbery at the national level, rate per 100,000 population",14.7
807,TFYR of Macedonia,2014,"Total Sexual Violence at the national level, rate per 100,000",6.5
626,Timor-Leste,2005,"Intentional homicide rates per 100,000",4.5
626,Timor-Leste,2010,"Intentional homicide rates per 100,000",3.5
626,Timor-Leste,2015,"Intentional homicide rates per 100,000",3.9
626,Timor-Leste,2015,"Percentage of male and female intentional homicide victims, Male",6.2
626,Timor-Leste,2015,"Percentage of male and female intentional homicide victims, Female",1.6
768,Togo,2005,"Intentional homicide rates per 100,000",10.7
768,Togo,2010,"Intentional homicide rates per 100,000",9.6
768,Togo,2015,"Intentional homicide rates per 100,000",9
768,Togo,2015,"Percentage of male and female intentional homicide victims, Male",14.9
768,Togo,2015,"Percentage of male and female intentional homicide victims, Female",3.2
776,Tonga,2005,"Intentional homicide rates per 100,000",4
776,Tonga,2005,"Percentage of male and female intentional homicide victims, Male",7.9
776,Tonga,2005,"Percentage of male and female intentional homicide victims, Female",0
776,Tonga,2010,"Intentional homicide rates per 100,000",1
776,Tonga,2010,"Percentage of male and female intentional homicide victims, Male",1.9
776,Tonga,2010,"Percentage of male and female intentional homicide victims, Female",0
776,Tonga,2012,"Intentional homicide rates per 100,000",1
776,Tonga,2012,"Percentage of male and female intentional homicide victims, Male",0
776,Tonga,2012,"Percentage of male and female intentional homicide victims, Female",1.9
780,Trinidad and Tobago,2005,"Intentional homicide rates per 100,000",29.8
780,Trinidad and Tobago,2005,"Percentage of male and female intentional homicide victims, Male",54
780,Trinidad and Tobago,2005,"Percentage of male and female intentional homicide victims, Female",6
780,Trinidad and Tobago,2005,"Assault rate per 100,000 population",61.8
780,Trinidad and Tobago,2005,"Kidnapping at the national level, rate per 100,000",4.5
780,Trinidad and Tobago,2005,"Theft at the national level, rate per 100,000 population",212.2
780,Trinidad and Tobago,2005,"Robbery at the national level, rate per 100,000 population",375.4
780,Trinidad and Tobago,2005,"Total Sexual Violence at the national level, rate per 100,000",61.9
780,Trinidad and Tobago,2010,"Intentional homicide rates per 100,000",35.6
780,Trinidad and Tobago,2010,"Percentage of male and female intentional homicide victims, Male",63.9
780,Trinidad and Tobago,2010,"Percentage of male and female intentional homicide victims, Female",7.9
780,Trinidad and Tobago,2010,"Assault rate per 100,000 population",46.4
780,Trinidad and Tobago,2010,"Kidnapping at the national level, rate per 100,000",0.5
780,Trinidad and Tobago,2010,"Theft at the national level, rate per 100,000 population",307.9
780,Trinidad and Tobago,2010,"Robbery at the national level, rate per 100,000 population",385.7
780,Trinidad and Tobago,2010,"Total Sexual Violence at the national level, rate per 100,000",57.8
780,Trinidad and Tobago,2015,"Intentional homicide rates per 100,000",30.9
780,Trinidad and Tobago,2015,"Percentage of male and female intentional homicide victims, Male",58.3
780,Trinidad and Tobago,2015,"Percentage of male and female intentional homicide victims, Female",4.2
780,Trinidad and Tobago,2015,"Assault rate per 100,000 population",44.1
780,Trinidad and Tobago,2015,"Kidnapping at the national level, rate per 100,000",0.3
780,Trinidad and Tobago,2015,"Theft at the national level, rate per 100,000 population",137.5
780,Trinidad and Tobago,2015,"Robbery at the national level, rate per 100,000 population",181.5
780,Trinidad and Tobago,2015,"Total Sexual Violence at the national level, rate per 100,000",51.1
788,Tunisia,2005,"Intentional homicide rates per 100,000",2.6
788,Tunisia,2010,"Intentional homicide rates per 100,000",2.7
788,Tunisia,2012,"Intentional homicide rates per 100,000",3
788,Tunisia,2012,"Percentage of male and female intentional homicide victims, Male",5.1
788,Tunisia,2012,"Percentage of male and female intentional homicide victims, Female",1
792,Turkey,2005,"Intentional homicide rates per 100,000",4.9
792,Turkey,2005,"Percentage of male and female intentional homicide victims, Male",8.1
792,Turkey,2005,"Percentage of male and female intentional homicide victims, Female",1.8
792,Turkey,2005,"Assault rate per 100,000 population",155.8
792,Turkey,2005,"Kidnapping at the national level, rate per 100,000",12.9
792,Turkey,2005,"Theft at the national level, rate per 100,000 population",152.9
792,Turkey,2005,"Robbery at the national level, rate per 100,000 population",21.2
792,Turkey,2005,"Total Sexual Violence at the national level, rate per 100,000",4.5
792,Turkey,2010,"Intentional homicide rates per 100,000",4.2
792,Turkey,2010,"Percentage of male and female intentional homicide victims, Male",6.8
792,Turkey,2010,"Percentage of male and female intentional homicide victims, Female",1.7
792,Turkey,2010,"Assault rate per 100,000 population",305.5
792,Turkey,2010,"Kidnapping at the national level, rate per 100,000",18.8
792,Turkey,2010,"Theft at the national level, rate per 100,000 population",248.4
792,Turkey,2010,"Robbery at the national level, rate per 100,000 population",11.9
792,Turkey,2010,"Total Sexual Violence at the national level, rate per 100,000",5.8
792,Turkey,2012,"Intentional homicide rates per 100,000",4.3
792,Turkey,2012,"Percentage of male and female intentional homicide victims, Male",7.1
792,Turkey,2012,"Percentage of male and female intentional homicide victims, Female",1.6
792,Turkey,2012,"Assault rate per 100,000 population",350.5
792,Turkey,2012,"Kidnapping at the national level, rate per 100,000",17.9
792,Turkey,2012,"Theft at the national level, rate per 100,000 population",279.1
792,Turkey,2012,"Robbery at the national level, rate per 100,000 population",13.8
792,Turkey,2012,"Total Sexual Violence at the national level, rate per 100,000",7.4
795,Turkmenistan,2004,"Intentional homicide rates per 100,000",4.4
795,Turkmenistan,2004,"Kidnapping at the national level, rate per 100,000",2.7
795,Turkmenistan,2004,"Robbery at the national level, rate per 100,000 population",3.8
795,Turkmenistan,2005,"Intentional homicide rates per 100,000",4.3
795,Turkmenistan,2005,"Assault rate per 100,000 population",1.9
795,Turkmenistan,2005,"Theft at the national level, rate per 100,000 population",35
795,Turkmenistan,2005,"Robbery at the national level, rate per 100,000 population",3.4
795,Turkmenistan,2006,"Intentional homicide rates per 100,000",4.2
795,Turkmenistan,2006,"Percentage of male and female intentional homicide victims, Male",6.8
795,Turkmenistan,2006,"Percentage of male and female intentional homicide victims, Female",1.7
795,Turkmenistan,2006,"Assault rate per 100,000 population",1.7
795,Turkmenistan,2006,"Theft at the national level, rate per 100,000 population",29.8
795,Turkmenistan,2006,"Robbery at the national level, rate per 100,000 population",2.9
796,Turks and Caicos Islands,2005,"Intentional homicide rates per 100,000",0
796,Turks and Caicos Islands,2009,"Intentional homicide rates per 100,000",6.6
796,Turks and Caicos Islands,2014,"Intentional homicide rates per 100,000",5.9
798,Tuvalu,2005,"Intentional homicide rates per 100,000",0
798,Tuvalu,2010,"Intentional homicide rates per 100,000",9.5
798,Tuvalu,2012,"Intentional homicide rates per 100,000",18.6
800,Uganda,2005,"Intentional homicide rates per 100,000",8.7
800,Uganda,2005,"Assault rate per 100,000 population",125.1
800,Uganda,2005,"Theft at the national level, rate per 100,000 population",196.3
800,Uganda,2005,"Robbery at the national level, rate per 100,000 population",26.1
800,Uganda,2005,"Total Sexual Violence at the national level, rate per 100,000",50.3
800,Uganda,2010,"Intentional homicide rates per 100,000",9.3
800,Uganda,2010,"Percentage of male and female intentional homicide victims, Male",15.2
800,Uganda,2010,"Percentage of male and female intentional homicide victims, Female",3.5
800,Uganda,2010,"Assault rate per 100,000 population",69.3
800,Uganda,2010,"Kidnapping at the national level, rate per 100,000",0.5
800,Uganda,2010,"Theft at the national level, rate per 100,000 population",70.7
800,Uganda,2010,"Robbery at the national level, rate per 100,000 population",18.2
800,Uganda,2010,"Total Sexual Violence at the national level, rate per 100,000",26.1
800,Uganda,2014,"Intentional homicide rates per 100,000",11.5
